tx,ty,tz,sx,sy,sz,s_roll,s_pitch,s_yaw
-0.042979057878255844,-0.06251153349876404,1.2279466390609741,-0.04982278748593673,-0.1988034789252701,1.1978259713880506,1.3317336575428964,0.030692870925766117,0.02422662624398414
-0.04269677400588989,-0.06465498358011246,1.2270935773849487,-0.04480864806071394,-0.1931319714055384,1.1957921377333316,1.3152424087743841,-0.005691761223933567,0.009621365339558997
-0.04297906160354614,-0.06251175701618195,1.2279465198516846,-0.040160332580491856,-0.18638234991730218,1.1924083753612231,1.2947316776943067,-0.0351665714958495,0.0024699842170402206
-0.042696766555309296,-0.06465518474578857,1.2270934581756592,-0.034411727648547816,-0.18168192023251287,1.1904072900000247,1.2781482429012212,-0.05968019398789852,-0.006339982708172545
-0.042979054152965546,-0.06251193583011627,1.227946400642395,-0.033820956622843665,-0.177955150149154,1.195040261860204,1.282064930254888,-0.025244944808273318,-0.017665398608115092
-0.042696762830019,-0.0646553486585617,1.2270933389663696,-0.03523891479495467,-0.17072033207674264,1.1965807445090753,1.2729641909962535,-0.04605228927459619,-0.012706028392748986
-0.042979054152965546,-0.06251207739114761,1.2279462814331055,-0.03887800863225352,-0.164464404622523,1.1970260458397946,1.2580037796222134,-0.03775016634812042,-0.02183902813118559
-0.0426967553794384,-0.06465547531843185,1.2270933389663696,-0.043520483639351695,-0.15888600759679777,1.2018132416323644,1.273971997480209,-0.022429034724284844,-0.01776501482465638
-0.04297906532883644,-0.06251218169927597,1.2279462814331055,-0.045965089943548476,-0.15441022862669102,1.20732076852302,1.2780966960235287,-0.04183865362648303,-0.020047566264516672
-0.0426967591047287,-0.06465556472539902,1.22709321975708,-0.05348027754059075,-0.14838456985478868,1.2170196534528943,1.2944020489490216,-0.034681083699595806,-0.009512719880604679
-0.04297906905412674,-0.06251226365566254,1.227946162223816,-0.0589082247805239,-0.14233507558110325,1.22000467095162,1.2841300053540943,-0.059493433938663305,-0.004200979789857992
-0.042696766555309296,-0.06465563178062439,1.22709321975708,-0.06743296905279854,-0.13515857248499635,1.225404975960334,1.29576134876043,-0.060400055294816526,0.006716254048261585
-0.04297906160354614,-0.06251233071088791,1.227946162223816,-0.07630129186351783,-0.12681579187571468,1.2278421299359215,1.3038471710884973,-0.044703724018844565,0.01877707948282051
-0.042696744203567505,-0.06465569138526917,1.22709321975708,-0.08056938042265333,-0.11860475435516839,1.22545603085911,1.3035860783131872,0.012340129704925023,0.02075353804930634
-0.04297906905412674,-0.0625123605132103,1.227946162223816,-0.0776395899051283,-0.11477021867668222,1.221691575998218,1.289159368737863,0.012936387257430463,0.0045209799633234345
-0.0426967553794384,-0.06465572118759155,1.22709321975708,-0.0749773955051255,-0.11319507950577834,1.2244116902395104,1.2941670169371948,0.013269315653203412,-0.008589342071087379
-0.04297906532883644,-0.06251239776611328,1.227946162223816,-0.06947876283249373,-0.11265262555277918,1.2268585430051708,1.2981517234843525,0.016044882028147845,-0.023067990070650666
